ENTIDAD;OFICINA;CUENTA;MESES DE MORA;COD. TRANF.;TC ASOCIADA
0013;2543;5087485747;1;XZ1102;4959268334274164
0013;7598;5063774345;5;T3280;4343967429786927
0013;6185;5049496628;4;T3224;52379328Z5299562
0013;3658;5014542069;6;T3123;5470071A28398768
0013;2478;5025399458;4;T3208;4770557648721285
0013;4582;5048698833;4;T3219;425082364B532924
0013;4249;5068941222;2;XZ1181;5712526454885243
0013;3856;5063260655;6;T3106;4695278792132256
0013;5165;5014977531;5;T3135;4447135349563W39
0013;3821;5081209911;1;XZ1147;4561229714959136
0013;4421;5069350377;5;T3141;5182055178295W41
0013;3120;5060366184;2;XZ158;475535367B726878
0013;1035;5018772932;1;XZ115;5862548186143682
0013;5835;5061429826;1;XZ158;5807247641273383
0013;3351;5075912781;2;XZ1266;502976353B173372
0013;5197;5017642503;4;T3287;4291078491516758
0013;1556;5072384903;6;T381;5105509576966732
0013;8127;5089506187;2;XZ1187;4169019369671225
0013;3508;5013992440;1;XZ182;581697353B668366
0013;2998;5044774066;1;XZ1161;55215348536X7378
0013;1570;5060026798;5;T3230;56278248323X5773
0013;8058;5038476038;5;T328;4472766491485818
0013;7072;5078099392;4;T3176;4296666767723568
0013;3861;5034281539;2;XZ147;49022310158762641
0013;3082;5034468020;6;T381;47890410123326432
0013;5429;5095892003;4;T3180;457379374B184569
0013;2941;5093093500;1;XZ1260;4571665259978W24
0013;7352;5043716995;1;XZ118;448385334B395429
0013;7297;5033702612;5;T3221;4490476849115672
0013;4991;5077114237;5;T38;49252944192X8514
0013;6698;5096990349;4;T3111;4272306632574736
0013;4615;5043171026;2;XZ124;4519168517932863
0013;2230;5055004554;5;T366;5765918323552794
0013;2636;5051358979;2;XZ139;4406376367255224
0013;4397;5025620425;1;XZ139;4463725162966W59
0013;5065;5051517803;2;XZ155;56526310113355128
0013;7586;5012893017;1;XZ141;5446745144457W47
0013;3438;5088302224;3;XZ1217;5582806877741299
0013;4941;5091425576;2;XZ1209;4150259917962445
0013;4361;5022417186;5;T3220;443407319B941385
0013;7407;5097653174;4;T3241;5712705712374W85
0013;4070;5065171673;5;T3102;5931011A79891874
0013;7151;5020750278;1;XZ1283;5364969548764472
0013;1190;5020629046;1;XZ1205;5261379597766199
0013;5821;5078365487;1;XZ145;49485325Z6621563
0013;6785;5082993190;1;XZ1267;537974393B326834
0013;8386;5096259176;6;T3106;4321875214551W14
0013;4602;5067057656;5;T371;59696428Z5427561
0013;3492;5047990159;1;XZ1266;5240746464295667
0013;7016;5037561115;4;T3162;4197075115913W73
0013;3986;5099065340;6;T3157;5139005466272W16
0013;4687;5016217258;1;XZ155;438172358B382353
0013;3030;5042240074;3;XZ125;52968048473X2956
0013;5177;5056953878;4;T3127;55334147399X2228
0013;3445;5048713411;4;T369;4689901A88749736
0013;7568;5039392042;3;XZ1281;5343777767472428
0013;3449;5071840425;2;XZ166;5040528472619245
0013;6780;5053393974;1;XZ1275;42464444789X6958
0013;4508;5084290781;3;XZ1212;5135561A73717156
0013;3502;5068384951;2;XZ1236;552177324B967722
0013;6677;5055329283;3;XZ184;45911049874X3571
0013;4145;5043247120;6;T3289;5152507976417285
0013;4694;5058449297;4;T377;58152410765285254
0013;8825;5069509597;3;XZ1222;4323058867788579
0013;4306;5056621192;2;XZ132;477057329B593432
0013;4516;5041246718;3;XZ122;5228418199842447
0013;3360;5092237430;3;XZ1287;5148697351228323
0013;7532;5042780055;3;XZ1220;42473328Z2596584
0013;1410;5057714300;1;XZ1189;4979465393322W38
0013;3800;5012041617;1;XZ157;5367106156488673
0013;6233;5098710294;6;T3201;577662348B457859
0013;3012;5081003522;6;T369;56008324Z7715786
0013;8572;5097187715;3;XZ1150;52637410487789531
0013;8120;5036699042;3;XZ151;5226786585458692
0013;6250;5072092381;6;T3172;5139818173463475
0013;4117;5055905504;5;T3216;4695939615126685
0013;5694;5094682265;5;T376;4555011A12842364
0013;4494;5017966880;2;XZ19;5117159553437872
0013;1603;5045950750;3;XZ1189;59930722Z2961889
0013;8762;5069791635;3;XZ1135;4380446469773147
0013;3760;5034469214;4;T3282;595980389B413467
0013;6150;5024226396;5;T3233;4905116123882632
0013;8673;5091375335;5;T390;51597710347891221
0013;8321;5045762628;5;T3274;4769401A18689892
0013;4314;5023384295;1;XZ1151;5447597549696756
0013;7792;5013589553;6;T3250;47470810549198148
0013;2882;5048826200;2;XZ1219;5448956618478797
0013;7000;5039429623;6;T36;4816655518765W99
0013;6347;5025532890;2;XZ1293;5152409187171271
0013;4582;5037312897;4;T3119;48281810496296439
0013;2131;5028390078;1;XZ181;54882949727X1891
0013;6803;5061823686;6;T3137;53305310624269584
0013;6671;5012016519;2;XZ1134;47597427Z3545648
0013;2817;5033993416;5;T3142;5748098752965966
0013;6839;5065953104;1;XZ1185;5307806257318935
0013;7945;5024236575;1;XZ161;48513110239547157
0013;2430;5031784981;5;T3130;5214077686219729
0013;7394;5031637069;6;T3200;4675988476527123
0013;2961;5098446615;6;T3257;57159723Z3956843
0013;4973;5040761147;5;T334;47423826Z4398191
0013;1290;5038376335;1;XZ1163;4550005534753W12
0013;5035;5083501981;5;T335;57026929Z5376783
0013;4361;5099488212;4;T396;5797401A85395861
0013;2550;5027804212;2;XZ1167;53581026Z7865134
0013;8770;5031257496;2;XZ1275;56373748623X3831
0013;1870;5062241486;6;T338;498800331B975935
0013;1721;5065914375;4;T383;4823149468175798
0013;3767;5076891695;3;XZ141;43261143476X8927
0013;5911;5072923701;6;T377;4417166499133531
0013;5608;5052280890;3;XZ1119;587919374B946271
0013;4058;5039567897;5;T3127;4673146679774663
0013;4267;5016543321;1;XZ170;5919597843296581
0013;7635;5054447184;5;T3176;4701949647821915
0013;1628;5045259297;1;XZ1118;5443238184543957
0013;8136;5091948484;2;XZ1293;4501001A27555269
0013;4719;5077695671;5;T339;57382710522939114
0013;3512;5088197675;1;XZ1214;42705541965X1418
0013;6856;5071539952;3;XZ125;5320948115154757
0013;6023;5090088240;1;XZ1206;478812338B456488
0013;7652;5041317497;6;T3165;54559849755X9721
0013;3822;5026362699;6;T3137;46379910774825125
0013;1875;5064063850;6;T3290;49680428Z7448748
0013;5700;5028810547;2;XZ1171;44578648122X3778
0013;2413;5075900933;5;T3299;57058310431322369
0013;6266;5037500886;4;T3144;5172176761275363
0013;6430;5078576449;2;XZ1235;5845228364671133
0013;4274;5028373301;6;T3271;50284828Z9865129
0013;8623;5060667670;2;XZ1257;50152410281772644
0013;4216;5016277140;6;T3273;436372345B793464
0013;4499;5021058118;4;T3297;4592576981221834
0013;2813;5025774601;3;XZ1110;5012898298263357
0013;6228;5026600559;5;T3172;4393539915664385
0013;7768;5055404934;3;XZ1191;4770375993741W76
0013;6130;5088774819;1;XZ1250;41716110659565725
0013;7195;5050177328;3;XZ1222;5704659854415667
0013;6153;5030854060;2;XZ170;4576825335616W22
0013;2848;5077328595;1;XZ1125;4942197254558247
0013;2853;5075949213;3;XZ1249;458046312B235522
0013;1382;5070975490;6;T3113;4412485352857W25
0013;3752;5078321924;1;XZ1103;4365727124978715
0013;2678;5079879742;3;XZ1148;59362810268376294
0013;1396;5074269379;1;XZ1120;59447345198X6641
0013;1505;5068936567;5;T3104;498123346B615331
0013;8146;5085077636;2;XZ1299;42961629Z8675179
0013;1343;5021356312;4;T3196;56169148834X2967
0013;3342;5077461261;1;XZ1280;5948867529648985
0013;4699;5031010694;2;XZ1144;50973043679X1169
0013;3549;5059067148;4;T3267;431503397B161821
0013;4172;5076999191;4;T3294;555802336B225217
0013;4027;5054065087;6;T3224;5560087971472177
0013;3104;5019180352;3;XZ1138;56526327Z4291159
0013;4943;5029259983;4;T3111;4939336415431374
0013;3326;5068236362;1;XZ1198;5867886119186772
0013;1002;5039036277;5;T314;5593256228968637
0013;3397;5085624010;1;XZ1300;4323439362313974
0013;2103;5020347011;1;XZ1248;5084446348119952
0013;2880;5013822459;2;XZ188;4170369341971961
0013;1177;5015056000;3;XZ1222;48427010445928718
0013;5140;5093438462;6;T322;5862546734411863
0013;3983;5098456196;3;XZ1237;4251797977684345
0013;6178;5016668318;2;XZ1196;5842038526319753
0013;4609;5061174348;2;XZ180;5665187453451891
0013;2531;5097842695;1;XZ1194;48972147977X4976
0013;4880;5080379036;3;XZ1262;56257944921X8948
0013;5253;5026274305;2;XZ1193;4682175994714W81
0013;2025;5037366962;6;T3189;503463329B636167
0013;5000;5059122044;5;T3219;5716747813588734
0013;8734;5017584127;3;XZ1283;50644110572779823
0013;7884;5023131076;5;T3143;56387822Z8587286
0013;6577;5012150599;5;T381;4984257764879627
0013;2660;5054268197;3;XZ1111;5797088147751951
0013;3223;5016269886;1;XZ1113;5224067527961776
0013;1827;5037896789;1;XZ157;4434979194837386
0013;6830;5019406557;5;T369;5830405885378W58
0013;3871;5061333593;6;T3148;53622010287918516
0013;5126;5038706364;5;T3220;59865744118X2525
0013;2699;5065129273;5;T3106;46540445146X3211
0013;2566;5069203467;4;T399;5237125491979W25
0013;2641;5076125622;4;T3272;4537658549824939
0013;3039;5080187974;1;XZ1100;58929022Z3838638
0013;2643;5038749378;4;T3214;58398945166X9353
0013;5919;5039326390;2;XZ1270;5227828616493475
0013;5338;5029816493;5;T345;4399638136168121
0013;2950;5088562433;4;T3261;5036038726741812
0013;7587;5064753071;6;T3170;512793391B351829
0013;5424;5085875447;6;T3103;46160548733X4589
0013;7586;5024754062;5;T3160;5197186587778772
0013;6412;5082033365;5;T3128;45119810939536533
0013;1132;5074466131;4;T371;480245378B644462
0013;3172;5057161966;3;XZ1190;4671836246644225
0013;7740;5042207846;4;T3136;450338359B515337
0013;7701;5036919084;5;T3186;51925528Z2735837
0013;2289;5075769742;4;T381;4565146525855688
0013;8694;5078023239;2;XZ1246;43075110538518235
0013;4816;5082756811;5;T3131;4397689647433434
0013;3364;5054392313;2;XZ149;4804429964544918
0013;2680;5080785666;4;T340;4312085512169W98
0013;6074;5092363638;4;T3248;5486277257669228
0013;3603;5061353382;4;T398;5769099595298222
0013;7069;5095132574;5;T381;54920110199378184
0013;6770;5012792798;2;XZ1226;5417257369772788
0013;6907;5011531697;6;T3173;418332383B561473
0013;3020;5089142239;2;XZ1215;520451353B481389
0013;7081;5039578934;6;T3242;55930327Z1631232
0013;7242;5079271844;5;T3140;476434362B659317
0013;3504;5035457695;5;T3127;4664438559625824
0013;4252;5036750233;2;XZ1110;5423965536864W79
0013;6406;5035549239;6;T33;5623808633438344
0013;5793;5086621382;4;T3237;5576345562413W67
0013;4771;5068806534;5;T338;5687577385452372
0013;4409;5040395808;6;T3190;54216029Z5634634
0013;7517;5040321033;5;T3267;41330941935X3626
0013;1991;5061800151;1;XZ180;5326188121134993
0013;5233;5077666871;6;T3254;5432848511227182
0013;1526;5060306860;5;T397;5699856595669794
0013;6234;5011991883;5;T3254;5644391A81291941
0013;1333;5085397591;5;T3276;4161757683352825
0013;6961;5048091822;1;XZ1260;44431247154X2348
0013;5728;5011641767;6;T3118;59981410686989368
0013;8834;5031327392;6;T384;4874959392168145
0013;8431;5033668561;1;XZ1139;49132447842X8894
0013;4038;5040488092;2;XZ16;5028227842619873
0013;2403;5085425535;1;XZ1152;5473337625453788
0013;4311;5029165365;1;XZ141;4647927369177655
0013;3556;5085410862;3;XZ1229;5390039892281666
0013;2488;5088128804;5;T3236;533006315B416638
0013;4833;5050032051;1;XZ1169;469146325B257959
0013;2952;5050823305;3;XZ1164;4702231A15425274
0013;8884;5048709532;2;XZ1186;44283427Z1975642
0013;5481;5086282999;3;XZ144;576440397B487641
0013;3311;5053422294;4;T3291;5902618331166291
0013;8222;5025074251;2;XZ1169;58599428Z1747395
0013;5334;5019142158;4;T3125;58682125Z2483828
0013;6507;5081962983;6;T3197;5759439312313686
0013;2501;5023717362;6;T394;43442241528X5183
0013;7478;5032707001;5;T3104;5630637574997735
0013;5448;5025551096;2;XZ176;4384261A88197614
0013;6432;5039193876;6;T357;5328198281519782
0013;6489;5078782507;2;XZ1123;5817449611615823
0013;3281;5068175166;5;T3259;43185843766X5114
0013;4499;5094192820;4;T361;49553810324447528
0013;5772;5029017042;3;XZ1141;5935975639289W45
0013;7278;5083526159;3;XZ1248;47472726Z4772661
0013;5531;5045772138;4;T3202;44401325Z5332327
0013;1436;5036873356;4;T3299;54515928Z6935738
0013;2311;5088592281;3;XZ1202;4726435192359W98
0013;7484;5085813698;4;T3210;4151809785185662
0013;5194;5047113911;5;T3257;4648205284215W73
0013;7373;5014894671;3;XZ1113;52208645289X1564
0013;5940;5014462822;4;T3227;4592816964195625
0013;3166;5021472349;3;XZ1100;4611245669664W47
0013;3639;5034452942;1;XZ156;5731497864153288
0013;6016;5048843487;4;T36;5466211A21863891
0013;4078;5066131709;4;T356;5613498868966119
0013;1663;5065973714;6;T324;4196186656793473
0013;1509;5028994106;4;T3203;4653535412136W19
0013;4779;5064800293;2;XZ175;4663949531361144
0013;5423;5062899828;4;T3193;5983206181683693
0013;6844;5087592119;1;XZ1112;5789907114385671
0013;4870;5070078428;5;T3155;5298826667756223
0013;1984;5080531772;4;T3269;4466585933661W87
0013;5383;5025651715;2;XZ1208;55210510277747547
0013;6431;5012459668;6;T3282;5948337387783167
0013;5160;5041476971;6;T3161;4429731A14554236
0013;1314;5043687598;4;T322;5118276215266264
0013;7167;5015416344;6;T3175;55122528Z1354355
0013;5846;5053150228;3;XZ1268;4378665913448W59
0013;4610;5061172177;1;XZ1177;4890928377336722
0013;6776;5020760020;5;T3126;444348323B856345
0013;7010;5097197747;6;T3292;51254124Z1548725
0013;6181;5036538443;2;XZ1140;431852393B187554
0013;7522;5063294153;3;XZ1267;58711410815837942
0013;4618;5077292399;2;XZ1110;49493127Z4653952
0013;5091;5036786849;1;XZ125;4943586642941641
0013;3667;5094194760;4;T319;42407645193X1683
0013;6164;5063929525;3;XZ1287;59027410522632525
0013;4352;5027841146;1;XZ1300;4889129359889691
0013;3907;5027443900;5;T3228;41647310255942923
0013;3551;5024985174;1;XZ1180;5626628873666162
0013;4845;5082162569;2;XZ1116;5171031A23987593
0013;5639;5012335761;1;XZ182;4490925199467W28
0013;5708;5091291526;1;XZ1235;4778981A82179915
0013;8768;5090694312;2;XZ1102;4528258261687879
0013;2892;5094337572;4;T350;59759528Z5351135
0013;1592;5046703609;4;T3151;4700147752733683
0013;2780;5074078285;4;T322;5134255657823W15
0013;1412;5070898046;1;XZ1294;42209824Z5871434
0013;2464;5047732412;5;T3267;5236348815167249
0013;6085;5076539917;4;T360;44819445631X9517
0013;5080;5039905567;6;T3184;487324343B391545
0013;8439;5044639554;6;T3125;53860710465598911
0013;2768;5045908584;1;XZ1120;463110319B478127
0013;4941;5035656380;4;T395;4664587768335836
0013;7852;5033797150;4;T320;44470143298X5915
0013;6474;5078992218;5;T369;4516418885529599
0013;8740;5086010538;5;T387;42791347652X5747
0013;3030;5057485077;4;T393;5329219889329113
0013;1764;5031144984;5;T3274;4276196437512369
0013;1028;5074694762;2;XZ1140;58214110775681949
0013;2786;5076696626;3;XZ1284;4927057891922789
0013;7624;5021241964;5;T321;4285448125124378
0013;6475;5035913461;6;T334;4583287417962686
0013;2564;5083853638;6;T3161;45817922Z2735539
0013;4904;5050745359;3;XZ1147;5809178759153497
0013;1066;5036883279;3;XZ1183;4994097881856377
0013;3758;5028658562;2;XZ154;42630610657365557
0013;3844;5087503168;4;T3269;4590736797965821
0013;5214;5023301520;6;T3186;4946046556491876
0013;2158;5059362855;1;XZ1127;43569210281249673
0013;3467;5065103873;2;XZ1110;54415544544X8289
0013;3191;5052279403;4;T364;5468231A56252291
0013;4549;5059196017;6;T362;576398367B181337
0013;2782;5052050775;6;T3260;57604442669X5457
0013;3831;5078280312;6;T3161;5044179427268579
0013;4075;5035199781;5;T3226;5862209493513978
0013;1634;5075683127;2;XZ128;4587568747261975
0013;8437;5076138318;6;T329;52514744835X1532
0013;3210;5036444614;4;T3229;52231049228X7316
0013;7088;5072541463;5;T34;50765126Z5815147
0013;4834;5016702628;2;XZ1137;5252506647625659
0013;6392;5098551414;4;T3258;478233356B272372
0013;2565;5074021091;6;T3189;4550119796656943
0013;2644;5053970163;2;XZ1169;41247544538X9552
0013;5035;5079341970;1;XZ1171;447096367B759415
0013;6290;5039622173;1;XZ1224;494422327B848838
0013;3835;5080765386;1;XZ1121;4331157756736764
0013;7474;5080425514;5;T3212;453651344B834362
0013;5077;5077527972;5;T3150;4642671A33358121
0013;7729;5049920797;6;T312;5142465931689W48
0013;3908;5033147570;6;T3146;48592527Z5316826
0013;3357;5024013035;4;T3249;51389648574X2491
0013;6893;5032804624;4;T388;53039341553X4213
0013;5368;5015306193;4;T3198;5079849184324143
0013;2418;5048020730;2;XZ1183;5364739471784985
0013;2315;5094806852;3;XZ1189;4788485531591W35
0013;7503;5061585673;1;XZ1249;45090510846723866
0013;2946;5052355082;3;XZ172;5483398148634153
0013;3574;5064545202;1;XZ1206;5433171A53288954
0013;1393;5043858872;4;T3174;4376769783757586
0013;5373;5015158269;6;T3105;56030142198X3611
0013;4469;5060797115;4;T3271;49024029Z9984885
0013;1358;5028534561;2;XZ136;5787887163216157
0013;3709;5043195030;1;XZ1192;4678925918177W32
0013;5073;5044289920;4;T3123;42875046391X8299
0013;3788;5087860303;4;T34;5740987292258735
0013;7586;5057775365;6;T342;58372246326X9994
0013;6600;5071414188;1;XZ1130;44549410953165654
0013;2661;5086709878;2;XZ162;51288410929544468
0013;4295;5099502312;2;XZ1236;43773624Z9616272
0013;4996;5026317452;3;XZ1255;5340435967736W56
0013;2114;5073243664;3;XZ1199;5875746788183973
0013;3712;5031715231;1;XZ168;5861787227139487
0013;2520;5032193967;4;T3261;4569365213289W93
0013;2869;5076513054;5;T358;543614348B926473
0013;8755;5091099545;1;XZ118;4241985125547W56
0013;2336;5074758237;6;T313;563835395B649681
0013;3343;5090404493;3;XZ1104;4560426652941475
0013;6214;5090622763;4;T362;5233885882224W32
0013;6578;5047287870;6;T3116;46389410172613797
0013;3965;5069123027;2;XZ1133;41698846888X2383
0013;3338;5028623101;4;T3177;4113265464745W49
0013;5059;5075989263;5;T351;5106416793685139
0013;1961;5076690394;1;XZ1274;5672998525527254
0013;2187;5030817054;1;XZ1163;4663746293432953
0013;4348;5078170876;1;XZ1255;4182691A57263242
0013;5586;5064629110;6;T3139;43515121Z1276437
0013;5821;5088717032;6;T3187;53731824Z6583673
0013;2608;5071957604;3;XZ135;4965448457177738
0013;6637;5064305920;6;T319;5089977754197214
0013;6151;5048255236;3;XZ195;4921261A68366549
0013;4552;5097360384;6;T328;5073418151479342
0013;4662;5097970029;4;T3291;4987276735555653
0013;7763;5012746275;2;XZ1145;470275387B372569
0013;5670;5042604518;5;T34;5269889841661771
0013;6826;5067821706;4;T3268;5066807414533493
0013;3961;5015179613;5;T3199;4676936887528959
0013;4015;5090325331;6;T3273;4248039739835896
0013;2945;5034825939;3;XZ1118;5690738449686538
0013;3947;5048804547;3;XZ1246;58903510778511315
0013;7518;5094412850;5;T355;54488641669X5728
0013;5823;5093653665;3;XZ1138;5726455239153W82
0013;1197;5039383541;2;XZ1259;5927885499958W89
0013;2017;5024621720;3;XZ1160;444955349B586951
0013;7523;5063892986;6;T31;5527749464947195
0013;6916;5020484664;5;T341;5360468949234417
0013;3881;5065432105;2;XZ117;500492322B388576
0013;2607;5039811856;2;XZ134;50751326Z2386591
0013;2581;5068136451;1;XZ1131;4505091A37522117
0013;6222;5035444632;1;XZ186;4147529411965231
0013;2336;5070960537;1;XZ12;5671365849913W54
0013;5233;5043025013;3;XZ1145;593513393B428652
0013;4533;5070543019;2;XZ131;44405310935435798
0013;6543;5033902214;2;XZ1218;59046827Z9297964
0013;7369;5087407523;6;T3281;5511345577241W49
0013;3706;5036982562;5;T3230;4971309532773492
0013;7610;5081122411;3;XZ18;5973267271381417
0013;7064;5030775045;6;T3102;5785539677353871
0013;8398;5038366332;6;T3196;5789617536264878
0013;8014;5084890239;2;XZ163;58041047989X8738
0013;4816;5013966607;3;XZ1132;510378337B835498
0013;4303;5069183240;6;T3240;467653319B716153
0013;7494;5096262654;3;XZ15;41701910897814386
0013;3154;5066720198;5;T3138;47764147631X1942
0013;7096;5030177320;6;T3255;56095626Z9597147
0013;8089;5076860683;3;XZ168;5520021A44825569
0013;5163;5040649574;3;XZ1175;551812393B229783
0013;1324;5055146397;1;XZ1296;4647208173893553
0013;6990;5099884436;1;XZ117;5106578623327728
0013;1680;5067154348;2;XZ189;5933055687129W34
0013;2548;5083501194;1;XZ124;43448410664776385
0013;6826;5034945053;5;T3229;42206941218X3912
0013;7198;5096387007;2;XZ134;545752386B683625
0013;2395;5027080982;1;XZ134;4140349152735975
0013;1393;5069839160;5;T350;5463118193954562
0013;7978;5085744081;1;XZ1168;5996196359537416
0013;7002;5033310277;2;XZ156;5361067861763369
0013;5556;5041305400;2;XZ1159;478117372B453784
0013;7099;5086544151;5;T3117;5280921A13292348
0013;2772;5091725944;5;T3259;5158789189875594
0013;7092;5014880967;2;XZ149;5199119924769594
0013;2513;5084857225;5;T3165;5722175691475W74
0013;8328;5042083953;1;XZ1164;5931779475742285
0013;3373;5089116294;3;XZ1231;546031394B526981
0013;2760;5089868402;1;XZ1238;4426988433365552
0013;6793;5072925481;3;XZ1229;5330911A28197446
0013;3199;5039666234;6;T348;5556985186293W71
0013;7872;5098981107;4;T3262;5562166264858685
0013;2533;5030611663;5;T350;50978947462X8825
0013;2927;5015974125;5;T3225;4531367126566481
0013;4170;5041981897;2;XZ1249;4719416396548949
0013;5195;5097578043;1;XZ1215;439232396B632962
0013;8018;5089023297;6;T3191;5156848811938744
0013;7408;5083455636;6;T3152;4974197971359989
0013;5691;5097053889;4;T3150;532565381B572611
0013;5667;5083075681;5;T3150;4798508668256348
0013;6749;5039182142;1;XZ1260;5923741A27676626
0013;5883;5021176824;3;XZ1251;42391429Z6798429
0013;3047;5083869540;3;XZ1222;510809391B198322
0013;6463;5025919685;5;T3202;4943146191828959
0013;8280;5056859025;4;T339;55015743242X9332
0013;8559;5050088370;5;T3270;5705758762927178
0013;3324;5057732342;4;T329;5762945888916W86
0013;7449;5064444488;4;T3202;52970822Z7486385
0013;6992;5034741154;4;T3165;43058043731X8921
0013;6602;5011166471;5;T353;4293405263952W71
0013;4435;5073830377;4;T3198;54759710513343213
0013;1009;5098409264;4;T344;5051231A51777834
0013;6605;5031848822;3;XZ124;44856010864353725
0013;1544;5034329986;1;XZ1148;5345077274367269
0013;1989;5081609571;2;XZ197;4298291A94847431
0013;6776;5036756260;1;XZ1147;56010242476X7473
0013;1110;5063708051;5;T3166;487291338B172675
0013;5875;5033586519;4;T3107;5015266781516777
0013;1593;5027697362;3;XZ1252;52533348559X7788
0013;3019;5027193607;1;XZ1197;544858318B254188
0013;5251;5060676713;5;T3215;53901010295958765
0013;4228;5011944765;1;XZ113;5439189978926568
0013;3330;5086659693;3;XZ1196;43133121Z7768268
0013;2316;5045985610;3;XZ115;54887149397X2393
0013;3955;5099843435;5;T312;41371310492742634
0013;5748;5054464604;3;XZ184;5322828618264666
0013;7426;5090779575;2;XZ1230;4988577134242824
0013;4933;5057332893;4;T3219;523073364B134135
0013;7415;5040100631;3;XZ127;44710210971456438
0013;6069;5091717483;4;T352;5848255724946W57
0013;4620;5096354631;4;T3210;4502271A28212262
0013;3544;5026814227;6;T39;5889811A69466172
0013;8520;5026855349;1;XZ1112;4971696654646674
0013;6390;5088411447;6;T3159;411499348B473882
0013;6890;5014097087;2;XZ19;4753339857188365
0013;2796;5056081941;6;T3102;5140647745611389
0013;3799;5063310696;6;T3115;5702385995765W91
0013;6678;5062819570;5;T311;4893417875254954
0013;7102;5042262347;5;T3247;5048471A39627825
0013;1333;5099084788;6;T331;52687824Z9717259
0013;2636;5035999140;3;XZ1227;47295610546115732
0013;8385;5087734856;1;XZ1166;4172058158764248
0013;3964;5065742726;2;XZ1107;5326839588475198
0013;2716;5072103258;1;XZ1252;5753998981423327
0013;4881;5035793413;2;XZ1256;5079466273183761
0013;8312;5085597470;3;XZ1202;45536827Z4561116
0013;7910;5055164995;4;T350;5719407388118584
0013;4035;5041509601;1;XZ121;55457610486528888
0013;1284;5048072357;6;T3131;57026610115928989
0013;5549;5026608200;1;XZ137;5266249519935393
0013;8025;5033946490;5;T3139;4503957516816185
0013;7610;5045136866;6;T3125;484579383B484273
0013;4988;5063746979;5;T3297;4999105921419W27
0013;4141;5018193017;3;XZ119;5404561A96785198
0013;1605;5057915127;6;T364;4442179488299351
0013;6576;5097454791;5;T342;4211918878446676
0013;2635;5045334787;6;T3179;578576345B684261
0013;1108;5055058622;3;XZ194;57674422Z8383894
0013;7271;5026055998;5;T3159;47981746938X3572
0013;1561;5024618314;2;XZ1209;52722741314X8582
0013;2246;5095400400;4;T3110;495358375B577328
0013;6788;5092642798;4;T398;51233226Z4126726
0013;6285;5014824729;4;T360;59845022Z5339792
0013;5528;5017690865;5;T330;47312527Z8159751
0013;3574;5067374303;2;XZ1239;43069543618X7791
0013;6444;5063760445;5;T330;5780817788937837
0013;4296;5026637355;2;XZ1179;5167831A84121916
0013;3748;5058083279;1;XZ1295;41866128Z9619136
0013;6760;5085059042;4;T321;4908059515875615
0013;2965;5075083316;1;XZ195;57015310886797553
0013;1808;5096777862;5;T3281;4478305825953W93
0013;5475;5033814955;1;XZ189;4276597989766519
0013;1011;5091580617;3;XZ148;5158916776798467
0013;3629;5068201654;5;T3239;48086310766245678
0013;2689;5072692622;5;T3264;5560911A84931754
0013;2093;5071247424;6;T346;4530426833757627
0013;8237;5090718899;2;XZ163;5319737326258441
0013;3402;5040738660;2;XZ1296;4697287636896838
0013;1183;5053713713;5;T3258;4725396178923263
0013;2051;5022196829;4;T3267;4538698455476547
0013;3587;5078329508;3;XZ1239;5692456335729414
0013;5046;5098258403;5;T373;5886887586528671
0013;6991;5051768410;5;T3279;49959110989224118
0013;1997;5036560446;1;XZ1167;5216706443945525
0013;3778;5099129553;3;XZ1200;5943436959982814
0013;6537;5071652986;2;XZ1158;48673710134376825
0013;2374;5027005323;3;XZ1105;56075024Z2397871
0013;4651;5098944663;5;T348;4618206771734321
0013;4727;5030390405;2;XZ147;5950951A38653277
0013;3981;5093045160;4;T3144;5086659168865923
0013;8723;5036126092;5;T34;49620621Z7999242
0013;5476;5038722856;2;XZ1113;4215448323163852
0013;7106;5031685949;5;T3278;46118910366215219
0013;5009;5073845674;5;T3113;4467159753573477
0013;1229;5046750448;6;T3257;4411491A73582191
0013;6920;5059210347;1;XZ1236;5117337695374458
0013;3817;5071443887;1;XZ1221;4182026248913752
0013;6890;5067440290;6;T3246;5263197876499899
0013;4705;5089800759;2;XZ1104;50967510267165658
0013;2383;5030011293;3;XZ1169;58019821Z1716159
0013;5785;5031894914;5;T322;5954501A81126741
0013;3170;5033720949;2;XZ155;4776825874191W56
0013;5722;5092567163;6;T3297;418646385B146478
0013;8375;5059020908;4;T3252;46962210842744275
0013;2313;5053243523;1;XZ1198;553889382B699694
0013;6505;5090108304;3;XZ1106;5196965138473W55
0013;5291;5038230086;4;T3213;57068110269523836
0013;6888;5096825716;2;XZ1269;5894301A97721441
0013;4781;5071975020;2;XZ123;5349371A68327695
0013;4407;5052032020;5;T3228;5024911A61764472
0013;2600;5017786772;1;XZ1222;4202997712393672
0013;5074;5092564255;2;XZ1270;5965248951449443
0013;7882;5083992459;5;T3149;571541379B264786
0013;4554;5045700208;6;T3267;4398595592236W17
0013;4291;5077330009;4;T3117;5020146181355684
0013;6007;5096808315;1;XZ181;5748307637784549
0013;4751;5014400554;5;T3241;5218929878986847
0013;2630;5085368101;1;XZ1278;5940628512633878
0013;3046;5034890860;2;XZ180;47709210936193587
0013;4948;5036281896;3;XZ131;4549397619246923
