BIN;IAI;ENTIDAD;OFICINA;PRODUCTO;CONTRATO;NOMBRE;DIRECCIÓN;Tasa;Deuda
459163;3153575819;0013;1509;50;34389060;RUCHINA NIETO NOVOA;Calle 29 # 46-32 Bogotá, Colombia;1,14;8256225
580284;6379761843;0013;4779;50;95420247;PINTOR MENDOZA DEL;Carrera 9 # 22-69 Bogotá, Colombia;2,32;2096613
459777;3751624233;0013;5423;50;92007371;OSPINA CAMARGO DUEÑAS;Carrera 52 # 86-24 Bogotá, Colombia;2,33;4694744
588194;9409093840;0013;3441;50;61920504;FERNANDA GUERRERO ZÚÑIGA;Calle 14 # 46-14 Bogotá, Colombia;2,17;4486637
535318;1886441293;0013;4870;50;17880760;LILIANA CORAL SIERRA;Calle 70 # 26-35 Bogotá, Colombia;2,83;5995627
584541;3947247960;0013;1984;50;86422287;ELIZABETH BARRERA SIERRA;Carrera 51 # 28-23 Bogotá, Colombia;1,79;1231779
533605;5421950722;0013;5383;50;69353139;GÓMEZ SÁNCHEZ GARCÍA;Calle 72 # 69-39 Bogotá, Colombia;1,03;3850394
542158;5946293604;0013;5282;50;14311668;ANDRÉS MONCALEANO GARCÍA;Carrera 62 # 29-10 Bogotá, Colombia;2,85;7588692
597323;4085190921;0013;6743;50;23310689;HERNÁNDEZ REY RUEDA;Carrera 28 # 82-62 Bogotá, Colombia;1,76;7974462
475518;4220114600;0013;1314;50;84207655;HERNÁNDEZ OROZCO BOLÍVAR;Carrera 81 # 29-33 Bogotá, Colombia;1,35;7833322
583623;7906116942;0013;4763;50;68442282;GUZMÁN OROZCO HORTA;Calle 29 # 85-54 Bogotá, Colombia;2,48;3272091
502244;3909628499;0013;5846;50;44342522;KATHERINNE MARIN BELTRÁN;Calle 106 # 97-38 Bogotá, Colombia;1,28;9564797
459978;6975475783;0013;4610;50;78640416;PUERTO ORTEGA GUACAS;Calle 106 # 61-58 Bogotá, Colombia;2,88;7939284
454034;9201715550;0013;6776;50;44510090;MARCELA JIMENEZ NIETO;Calle 65 # 79-7 Bogotá, Colombia;2,94;9750170
448012;1739894087;0013;7010;50;66769853;CAROLINA JIMENEZ GARCÍA;Calle 32 # 23-20 Bogotá, Colombia;1,95;8494360
545611;7479985853;0013;6181;50;11448154;CATALINA LANAO GARCÍA;Carrera 84 # 38-20 Bogotá, Colombia;1,24;1196377
492857;6800553822;0013;7522;50;41119110;ALEJANDRO BARJUCH PEREZ;Carrera 157 # 73-37 Bogotá, Colombia;2,03;6524913
580101;8154220299;0013;5801;50;83963006;CARLOS ROMERO PEREZ;Calle 19 # 52-49 Bogotá, Colombia;2,02;6098397
432003;6821844795;0013;5091;50;11901758;CARLOS TARQUINO CERVANTES;Carrera 99 # 101-9 Bogotá, Colombia;2,95;1817329
560720;5409860390;0013;1336;50;52445459;ANDRES SANCHEZ PILAR;Calle 43 # 27-26 Bogotá, Colombia;1,02;7666244
571273;9914220503;0013;6164;50;26195863;FELIPE MONTOYA GARZÓN;Carrera 152 # 97-26 Bogotá, Colombia;1,19;6395568
549729;5952746815;0013;7220;50;61929689;MAURICIO SANCHEZ CAMACHO;Calle 21 # 65-51 Bogotá, Colombia;1,48;6210021
578123;6983055594;0013;3907;50;75315176;MAURICIO GARCIA CAMARGO;Carrera 88 # 93-24 Bogotá, Colombia;2,06;8225951
541306;4764604758;0013;3551;50;94312005;PATRICIA GONZALEZ CONTRERAS;Carrera 141 # 83-16 Bogotá, Colombia;1,64;9837394
487577;2762905399;0013;5820;50;75181242;ANDRÉS HERNÁNDEZ PERDOMO;Carrera 121 # 86-54 Bogotá, Colombia;2,86;7076998
413792;3750221651;0013;5639;50;49550588;ROCIO MEJIA GUTIÉRREZ;Calle 129 # 84-38 Bogotá, Colombia;1,76;8821449
521615;8648987653;0013;5122;50;76017383;DAVID PUERTO BARRERO;Carrera 40 # 25-15 Bogotá, Colombia;1,73;6444346
453876;5062351813;0013;4820;50;28338310;JOULIETTE VARON CASAS;Carrera 137 # 63-61 Bogotá, Colombia;2,97;7805873
497002;7224219834;0013;2892;50;55648247;FERNANDA RODRÍGUEZ SAMAN;Calle 139 # 51-25 Bogotá, Colombia;1,58;1656200
458453;4536947921;0013;1592;50;48828498;VIVIANA RODRÍGUEZ OVALLE;Carrera 150 # 41-50 Bogotá, Colombia;2,31;4734026
511778;8098688902;0013;2780;50;54479768;ESTEBAN NOVOA CASTELLANOS;Calle 116 # 87-46 Bogotá, Colombia;1,34;9673507
580179;6525791956;0013;1412;50;19335852;MARIO DEL COLMENARES;Carrera 93 # 53-66 Bogotá, Colombia;2,32;1498500
571254;5176697660;0013;2464;50;66693982;MARIO DUEÑAS ULLOA;Carrera 44 # 72-5 Bogotá, Colombia;1,36;4400049
450144;3837632138;0013;6085;50;98340618;GUILLERMO ZÚÑIGA ANTIA;Carrera 128 # 77-35 Bogotá, Colombia;2,95;4744386
599869;6758932592;0013;5080;50;87915171;CAMILO SIERRA CORREA;Calle 70 # 40-65 Bogotá, Colombia;2,28;3692143
497522;3724368960;0013;5745;50;63878056;CAMILO SIERRA GONZALEZ;Carrera 125 # 77-19 Bogotá, Colombia;1,29;6059109
419343;4204294792;0013;2348;50;28244760;CAMILO GARCÍA ALVAREZ;Calle 37 # 54-39 Bogotá, Colombia;1,90;2321386
476144;1720590878;0013;4941;50;83779913;ESTEBAN GARCÍA ALVAREZ;Calle 104 # 15-34 Bogotá, Colombia;1,55;2950071
437645;6390684741;0013;3084;50;38076644;FERNANDO RUEDA ZAMBRANO;Calle 19 # 69-56 Bogotá, Colombia;1,68;6353478
514133;8495951128;0013;4821;50;44258940;SEBASTIAN BOLÍVAR ZAMBRANO;Calle 87 # 78-12 Bogotá, Colombia;1,31;6314758
448623;6137682943;0013;5160;50;98885726;SEBASTIAN HORTA GARCÉS;Carrera 44 # 26-55 Bogotá, Colombia;2,20;3039572
552905;9033461327;0013;3030;50;53239567;SEBASTIAN BELTRÁN MELGUIZO;Carrera 54 # 54-43 Bogotá, Colombia;2,19;8065254
491235;3498005136;0013;1764;50;91913000;ROMERO GUACAS GALEANO;Carrera 107 # 96-35 Bogotá, Colombia;2,77;8486665
489396;8472717900;0013;1028;50;11865813;LEONARDO NIETO OCHOA;Calle 151 # 31-45 Bogotá, Colombia;1,44;1633949
506998;3633988916;0013;5138;50;79832113;GAVIRIA GARCÍA OCHOA;Carrera 114 # 73-25 Bogotá, Colombia;2,30;6697209
591570;5398805540;0013;7624;50;48218509;CATHERINE GARCÍA CIFUENTES;Carrera 11 # 77-5 Bogotá, Colombia;2,49;8653265
513674;7702010472;0013;6475;50;21400212;ELIANA PEREZ SALAZAR;Calle 91 # 31-5 Bogotá, Colombia;2,99;5713726
501829;4127245850;0013;2564;50;18080970;DIAZ PEREZ ACERO;Calle 144 # 53-56 Bogotá, Colombia;2,57;5734558
599600;1538481472;0013;4904;50;16014664;CAMILA CERVANTES ACEVEDO;Calle 106 # 19-30 Bogotá, Colombia;1,36;2851729
539393;3428820951;0013;1066;50;12697568;CATALINA PILAR ALFONSO;Calle 98 # 51-52 Bogotá, Colombia;2,87;7975395
487006;9281212123;0013;4495;50;77817925;FERNANDA GARZÓN ALVAREZ;Calle 162 # 85-29 Bogotá, Colombia;2,11;9428572
503346;1694319088;0013;3769;50;87939865;FERNANDA CAMACHO ALVAREZ;Carrera 41 # 84-38 Bogotá, Colombia;1,41;2546387
587358;8443042888;0013;5214;50;27055983;NATALIA CAMARGO ANTIA;Calle 148 # 71-70 Bogotá, Colombia;2,40;2517369
594181;7761709413;0013;2158;50;86456870;VIVIANA CONTRERAS ARISTIZABAL;Calle 98 # 79-55 Bogotá, Colombia;2,24;1766346
490869;1493050722;0013;3467;50;38563593;ANDRÉS PERDOMO BARJUCH;Carrera 63 # 96-62 Bogotá, Colombia;1,93;2253868
555909;8388660122;0013;7619;50;41809980;MARÍA GUTIÉRREZ BARRERA;Carrera 26 # 90-22 Bogotá, Colombia;2,42;4961030
412999;3343617648;0013;1612;50;12598551;TATIANA BARRERO BARRERO;Calle 82 # 52-44 Bogotá, Colombia;2,02;7122325
534520;7317213411;0013;2782;50;87092785;TATIANA CASAS BARTHEL;Calle 169 # 74-17 Bogotá, Colombia;1,37;3927997
521429;7562503414;0013;3831;50;80516760;FERNANDA SAMAN BELTRÁN;Calle 31 # 58-48 Bogotá, Colombia;2,20;8488375
541853;2756331353;0013;1994;50;39080497;FERNANDA OVALLE BLANCO;Carrera 155 # 85-32 Bogotá, Colombia;2,86;7800568
563229;4249291033;0013;1634;50;72290949;GARCIA CASTELLANOS BOLÍVAR;Calle 82 # 43-15 Bogotá, Colombia;1,23;5529550
500162;8400758124;0013;3593;50;43288672;ALEJANDRA COLMENARES BOTERO;Carrera 99 # 94-14 Bogotá, Colombia;1,67;2291616
578498;5565257552;0013;4310;50;48041856;ALEJANDRA ULLOA BRAVO;Carrera 81 # 80-45 Bogotá, Colombia;2,91;3914311
466084;5742259047;0013;3867;50;44682383;ANGÉLICA ANTIA BRAVO;Carrera 126 # 85-18 Bogotá, Colombia;2,91;8763203
449175;1193376525;0013;4587;50;92536897;CAMILA CORREA CAMACHO;Calle 82 # 42-65 Bogotá, Colombia;1,48;2167534
581257;9935695832;0013;6392;50;65664468;CAMILA GONZALEZ CAMARGO;Calle 141 # 7-40 Bogotá, Colombia;2,55;9453875
519801;8868023445;0013;2565;50;37040900;JOSÉ ALVAREZ CAMARGO;Carrera 14 # 22-33 Bogotá, Colombia;2,79;4895664
471526;7554041348;0013;2538;50;28581182;JOSÉ ALVAREZ CASAS;Carrera 23 # 65-24 Bogotá, Colombia;2,30;6068692
559500;2106310400;0013;2814;50;34830062;MARGARITA ZAMBRANO CASTAÑO;Carrera 120 # 86-58 Bogotá, Colombia;1,05;8103555
590547;4014437230;0013;6290;50;14320089;MARGARITA ZAMBRANO CASTELLANOS;Carrera 79 # 49-55 Bogotá, Colombia;1,42;6253315
564768;2189023140;0013;3835;50;13139836;NATALIA GARCÉS CASTIBLANCO;Calle 27 # 59-27 Bogotá, Colombia;2,40;5975085
574409;4881717888;0013;7474;50;64598351;DEL MELGUIZO CERVANTES;Carrera 119 # 3-11 Bogotá, Colombia;2,11;1120166
499586;8357314765;0013;5077;50;46725688;FERNANDO GALEANO CIFUENTES;Calle 68 # 52-47 Bogotá, Colombia;2,26;3079337
416095;8288551758;0013;7729;50;28652548;ALEXANDRA OCHOA COLMENARES;Calle 6 # 82-34 Bogotá, Colombia;1,41;7925148
544297;3991832542;0013;4341;50;76270449;NATALIA OCHOA CONTRERAS;Calle 8 # 31-8 Bogotá, Colombia;1,75;6747375
479481;9916128534;0013;3357;50;12405671;BUITRAGO CIFUENTES CORAL;Calle 158 # 4-22 Bogotá, Colombia;2,82;8845179
435647;8995123274;0013;6893;50;46662300;PUENTES SALAZAR CORREA;Carrera 136 # 84-67 Bogotá, Colombia;2,41;5714863
426730;8979062323;0013;5368;50;99469440;ANDREA ACERO CORTÉS;Calle 158 # 88-5 Bogotá, Colombia;2,60;1358284
558664;5112527074;0013;2418;50;47059422;MELISSA ACEVEDO CRUZ;Carrera 38 # 93-36 Bogotá, Colombia;2,94;3548402
582677;6025333662;0013;4531;50;16653623;VIVY ALFONSO DEL;Calle 5 # 48-57 Bogotá, Colombia;2,83;4179318
490711;6332823608;0013;7503;50;36670512;STEPHANNIA ALVAREZ DELGADO;Carrera 134 # 20-16 Bogotá, Colombia;1,72;3312434
447144;8120124074;0013;3989;50;92404077;VIVIANA ALVAREZ DIAZ;Calle 132 # 6-22 Bogotá, Colombia;1,17;2875970
495807;6133110412;0013;4676;50;41331209;FABIAN ANTIA DUEÑAS;Carrera 159 # 67-42 Bogotá, Colombia;1,07;8983839
545727;1986443827;0013;1393;50;30772983;DAVID ARISTIZABAL DUSSÁN;Calle 10 # 86-30 Bogotá, Colombia;1,41;2843739
503216;7028796839;0013;2339;50;33748193;JULIAN BARJUCH FERNÁNDEZ;Calle 104 # 15-24 Bogotá, Colombia;1,36;5777476
552497;5457338531;0013;3826;50;81766652;URIBE BARRERA FINO;Calle 157 # 48-64 Bogotá, Colombia;1,58;4569632
432622;7262014170;0013;1358;50;74091280;ANDREA BARRERO FORERO;Carrera 25 # 25-8 Bogotá, Colombia;1,61;3499049
481014;3199905857;0013;3709;50;70060192;ALEJANDRO BARTHEL GALEANO;Carrera 162 # 90-25 Bogotá, Colombia;2,11;4074349
461175;9095240668;0013;1972;50;29361036;ANDRES BELTRÁN GARCÉS;Carrera 147 # 20-18 Bogotá, Colombia;1,97;8662191
524229;8196563548;0013;3788;50;17563931;ANDRES BLANCO GARCIA;Carrera 28 # 26-34 Bogotá, Colombia;2,81;5740192
595755;1714377789;0013;2760;50;30479152;VEGA BOLÍVAR GARCÍA;Carrera 10 # 43-9 Bogotá, Colombia;2,30;6921657
505981;8942855685;0013;4893;50;66495233;VEGA BOTERO GARCÍA;Calle 10 # 71-39 Bogotá, Colombia;2,12;8348665
594502;3461469657;0013;2661;50;27400793;XIMENA BRAVO GARCÍA;Calle 134 # 1-29 Bogotá, Colombia;2,89;7436189
478325;3846303745;0013;5686;50;32590677;BORDA BRAVO GARCÍA;Calle 91 # 77-54 Bogotá, Colombia;1,49;6180118
425839;3676934411;0013;4996;50;61491449;IREGUI CAMACHO GARZÓN;Carrera 106 # 5-28 Bogotá, Colombia;1,70;5616849
484506;2318348335;0013;2114;50;69160222;LILIAM CAMARGO GOMEZ;Calle 19 # 39-12 Bogotá, Colombia;1,46;3095286
569947;3054598693;0013;3712;50;20323948;LILIAM CAMARGO GOMEZ;Carrera 145 # 15-5 Bogotá, Colombia;2,33;5887158
591034;4187043581;0013;6156;50;97212267;CATALINA CASAS GOMEZ;Calle 50 # 81-52 Bogotá, Colombia;2,98;7924015
423233;4816574420;0013;2869;50;45878050;CATALINA CASTAÑO GONZALEZ;Carrera 126 # 67-22 Bogotá, Colombia;2,00;4120791
566574;6858115119;0013;5180;50;51068879;CAROLINA CASTELLANOS GONZALEZ;Calle 104 # 95-18 Bogotá, Colombia;1,09;1134725
518284;1758722163;0013;2336;50;65351163;MARCELA CASTIBLANCO GUACAS;Calle 22 # 51-19 Bogotá, Colombia;2,50;8129945
584721;2280925744;0013;3343;50;89152506;MARCELA CERVANTES GUERRERO;Calle 89 # 69-42 Bogotá, Colombia;2,99;6194944
502170;4046150974;0013;1590;50;57541813;ABONDANO CIFUENTES GUTIÉRREZ;Calle 142 # 76-38 Bogotá, Colombia;2,13;9599202
506288;4833120363;0013;2252;50;16329004;CARVAJAL COLMENARES HERNANDEZ;Carrera 131 # 57-51 Bogotá, Colombia;1,09;2096982
509547;4657496364;0013;3965;50;66631578;CATALINA CONTRERAS HERNÁNDEZ;Calle 96 # 59-55 Bogotá, Colombia;2,23;5748348
458958;6708561138;0013;3338;50;64612740;LILIANA CORAL HERRERA;Calle 84 # 9-27 Bogotá, Colombia;2,99;6505488
450056;5155871514;0013;5059;50;35053925;FELIPE CORREA HORTA;Calle 151 # 45-26 Bogotá, Colombia;2,74;5684368
491546;1245954875;0013;1961;50;61298640;PATRICIA CORTÉS JIMENEZ;Calle 1 # 61-19 Bogotá, Colombia;1,59;2411542
534804;4235554634;0013;2187;50;57459883;LISSETH CRUZ JIMENEZ;Carrera 23 # 93-57 Bogotá, Colombia;2,26;9324213
453201;9104768873;0013;4348;50;35315997;MARIA DEL LANAO;Calle 160 # 98-54 Bogotá, Colombia;1,62;6550989
532226;7798213553;0013;5586;50;82836827;TATIANA DELGADO LOPEZ;Carrera 18 # 16-51 Bogotá, Colombia;1,08;2152110
563723;6940267529;0013;5821;50;86616577;POLANCO DIAZ MAHECHA;Calle 154 # 38-24 Bogotá, Colombia;1,55;1613310
585641;8883336789;0013;5359;50;79617743;VILLAMIZAR DUEÑAS MARIN;Calle 53 # 99-47 Bogotá, Colombia;2,97;3590444
472879;3698892284;0013;6637;50;86108352;RODRÍGUEZ DUSSÁN MEJIA;Calle 134 # 55-27 Bogotá, Colombia;1,78;5397225
542755;5132494556;0013;6151;50;52441105;ALBERTO FERNÁNDEZ MELGUIZO;Calle 128 # 81-18 Bogotá, Colombia;1,51;8394472
525778;7384464289;0013;4552;50;37600449;ENRIQUE FINO MENDOZA;Calle 115 # 46-26 Bogotá, Colombia;2,82;4758561
551149;9969798951;0013;4662;50;70572931;ANDRÉS FORERO MOGOLLÓN;Calle 146 # 36-6 Bogotá, Colombia;2,46;9736536
490849;5059956588;0013;5469;50;36553440;DIDIER GALEANO MONCALEANO;Calle 135 # 14-54 Bogotá, Colombia;2,64;9070821
430246;8968116584;0013;5771;50;18398543;FELIPE GARCÉS MONTOYA;Calle 55 # 49-47 Bogotá, Colombia;2,03;4538402
547716;6075359567;0013;6826;50;24489262;RUCHINA GARCIA MUÑOZ;Carrera 42 # 21-11 Bogotá, Colombia;1,51;9983328
562170;3214895826;0013;3961;50;13919130;RUCHINA GARCÍA NAVIA;Calle 39 # 90-20 Bogotá, Colombia;1,58;5542441
516968;9669373494;0013;2163;50;42222400;PINTOR GARCÍA NIETO;Calle 146 # 18-55 Bogotá, Colombia;2,01;3550574
504888;6647168252;0013;2945;50;41556281;OSPINA GARCÍA NIETO;Carrera 53 # 21-16 Bogotá, Colombia;1,15;7079412
518263;4920283553;0013;3947;50;98298603;FERNANDA GARCÍA NIETO;Carrera 115 # 16-14 Bogotá, Colombia;2,68;1348153
554321;4810341543;0013;4342;50;79141426;LILIANA GARZÓN NOVOA;Carrera 94 # 53-53 Bogotá, Colombia;2,45;1063819
416974;8704375435;0013;5823;50;39542387;ELIZABETH GOMEZ OCHOA;Carrera 101 # 66-46 Bogotá, Colombia;2,60;7398538
445078;2422147754;0013;1197;50;34236948;GÓMEZ GOMEZ OCHOA;Calle 170 # 35-18 Bogotá, Colombia;2,33;5307776
436808;8773554046;0013;2017;50;51281566;ANDRÉS GOMEZ OROZCO;Carrera 4 # 53-67 Bogotá, Colombia;1,49;3628710
530075;7157747545;0013;7615;50;28289444;HERNÁNDEZ GONZALEZ OROZCO;Calle 130 # 25-67 Bogotá, Colombia;2,97;7751366
557706;4837577684;0013;7481;50;90834121;HERNÁNDEZ GONZALEZ ORTEGA;Calle 48 # 97-66 Bogotá, Colombia;1,01;2396836
587155;2682848493;0013;3881;50;40147294;GUZMÁN GUACAS OVALLE;Calle 164 # 97-19 Bogotá, Colombia;1,75;2867090
574906;7839009862;0013;2607;50;35046013;KATHERINNE GUERRERO PERDOMO;Carrera 98 # 19-39 Bogotá, Colombia;1,13;4191562
475900;8697168703;0013;2581;50;50653643;PUERTO GUTIÉRREZ PEREZ;Calle 74 # 36-70 Bogotá, Colombia;2,65;8764828
501110;7925039789;0013;6222;50;46861836;MARCELA HERNANDEZ PEREZ;Carrera 121 # 87-16 Bogotá, Colombia;1,11;7051425
509025;2299639470;0013;2336;50;93662262;CAROLINA HERNÁNDEZ PILAR;Calle 41 # 95-57 Bogotá, Colombia;1,10;7576509
485729;5254304088;0013;3946;50;57555975;CATALINA HERRERA PINZON;Calle 31 # 2-35 Bogotá, Colombia;1,70;1677169
528829;6669577721;0013;5491;50;22382435;ALEJANDRO HORTA POLO;Calle 151 # 42-31 Bogotá, Colombia;1,70;6201454
459451;8984874023;0013;1087;50;29746769;CARLOS JIMENEZ PUERTO;Carrera 74 # 59-68 Bogotá, Colombia;1,40;4272558
453310;7142027229;0013;6209;50;98741403;CARLOS JIMENEZ QUESADA;Calle 147 # 72-57 Bogotá, Colombia;2,52;3626366
516648;6631183235;0013;3706;50;59123811;ANDRES LANAO QUESADA;Calle 163 # 15-6 Bogotá, Colombia;2,27;3752962
598813;8565874962;0013;7610;50;61526003;FELIPE LOPEZ REY;Carrera 110 # 64-26 Bogotá, Colombia;2,16;1612334
559576;4206222032;0013;7064;50;11452418;MAURICIO MAHECHA REY;Calle 20 # 94-6 Bogotá, Colombia;2,05;6802352
501035;9797055982;0013;3658;50;32029286;MAURICIO MARIN REY;Calle 66 # 68-40 Bogotá, Colombia;2,66;9808715
535703;4479899980;0013;7742;50;67367601;PATRICIA MEJIA ROCHA;Carrera 65 # 40-32 Bogotá, Colombia;2,93;7995512
599047;2460709668;0013;7055;50;45182435;ANDRÉS MELGUIZO RODRÍGUEZ;Calle 69 # 70-26 Bogotá, Colombia;1,22;4589236
465317;7783084386;0013;4303;50;62433167;ROCIO MENDOZA RODRÍGUEZ;Carrera 128 # 6-56 Bogotá, Colombia;2,36;4622579
577947;1690869926;0013;7494;50;39045688;DAVID MOGOLLÓN ROMERO;Calle 20 # 68-41 Bogotá, Colombia;1,23;9385821
528999;7621473580;0013;3842;50;64383622;JOULIETTE MONCALEANO RUEDA;Carrera 88 # 29-8 Bogotá, Colombia;2,42;9094288
530419;5555789003;0013;7096;50;34857361;FERNANDA MONTOYA RUIZ;Calle 121 # 35-53 Bogotá, Colombia;1,50;6435628
470953;7453431015;0013;3332;50;14325651;VIVIANA MUÑOZ SALAZAR;Carrera 10 # 62-63 Bogotá, Colombia;1,09;2182625
592162;6564673345;0013;6180;50;57564138;ESTEBAN NAVIA SAMAN;Carrera 80 # 61-5 Bogotá, Colombia;1,53;7376584
545222;4135508188;0013;1324;50;63857859;MARIO NIETO SANCHEZ;Calle 7 # 100-56 Bogotá, Colombia;1,64;6801540
588598;4484592757;0013;6990;50;94148843;MARIO NIETO SANCHEZ;Calle 88 # 32-9 Bogotá, Colombia;1,37;4308263
511718;8913736026;0013;1680;50;54161664;GUILLERMO NIETO SÁNCHEZ;Carrera 129 # 91-68 Bogotá, Colombia;2,64;5705632
564882;9686103256;0013;2548;50;73018585;CAMILO NOVOA SIERRA;Calle 51 # 41-63 Bogotá, Colombia;1,45;4198749
451569;2510307039;0013;6826;50;27634296;CAMILO OCHOA SIERRA;Carrera 23 # 21-47 Bogotá, Colombia;2,43;4635953
541220;9707949799;0013;7198;50;22154113;CAMILO OCHOA SUARIQUE;Carrera 73 # 20-52 Bogotá, Colombia;2,49;1270335
537096;4713847423;0013;2395;50;18795314;ESTEBAN OROZCO TARQUINO;Calle 91 # 67-37 Bogotá, Colombia;2,74;5615258
539471;8862729783;0013;1393;50;25061359;FERNANDO OROZCO TORRES;Carrera 153 # 7-46 Bogotá, Colombia;1,12;8370350
428736;9479726800;0013;4716;50;49135977;SEBASTIAN ORTEGA ULLOA;Carrera 124 # 68-55 Bogotá, Colombia;1,72;9231881
519606;3208245551;0013;7002;50;30813811;SEBASTIAN OVALLE VARGAS;Carrera 20 # 59-39 Bogotá, Colombia;2,57;3723225
512480;4776970614;0013;3045;50;92730475;SEBASTIAN PERDOMO VARON;Carrera 37 # 55-5 Bogotá, Colombia;1,02;4283440
471185;7283368252;0013;7099;50;77111742;ROMERO PEREZ VILLA;Calle 159 # 51-59 Bogotá, Colombia;2,61;6148929
470478;8156026191;0013;4076;50;55722328;LEONARDO PEREZ ZAMBRANO;Carrera 155 # 51-14 Bogotá, Colombia;2,53;1561889
463297;8939832940;0013;1824;50;68195862;GAVIRIA PILAR ZAMBRANO;Carrera 87 # 64-57 Bogotá, Colombia;2,85;4197583
597779;2149858952;0013;2513;50;68516598;CATHERINE PINZON ZÚÑIGA;Calle 166 # 46-27 Bogotá, Colombia;1,99;3953290
518631;7997486951;0013;4065;50;39543555;ELIANA POLO ZÚÑIGA;Calle 98 # 62-66 Bogotá, Colombia;2,86;2849890
493299;4307405252;0013;3373;50;19221883;DIAZ PUERTO ZAMBRANO;Calle 18 # 15-19 Bogotá, Colombia;1,37;9815807
545357;9138773264;0013;2256;50;39276957;CAMILA QUESADA ZAMBRANO;Calle 70 # 99-42 Bogotá, Colombia;1,12;5973493
587611;7454512562;0013;6793;50;42283959;CATALINA QUESADA VILLA;Carrera 95 # 72-24 Bogotá, Colombia;1,02;4929022
442738;5454599499;0013;4514;50;56241815;FERNANDA REY VARON;Calle 100 # 48-9 Bogotá, Colombia;1,92;2252283
556241;9174715329;0013;4536;50;68395539;FERNANDA REY VARGAS;Calle 89 # 75-56 Bogotá, Colombia;1,20;4403748
571582;5832544134;0013;6878;50;89343673;NATALIA REY ULLOA;Calle 89 # 76-56 Bogotá, Colombia;2,27;6091289
540220;4138335430;0013;7329;50;97659584;VIVIANA ROCHA TORRES;Calle 79 # 98-64 Bogotá, Colombia;2,72;2135943
511580;6381773546;0013;3628;50;46428587;ANDRÉS RODRÍGUEZ TARQUINO;Calle 67 # 81-17 Bogotá, Colombia;2,40;8443242
421009;9006256710;0013;5841;50;47030228;MARÍA RODRÍGUEZ SUARIQUE;Carrera 96 # 88-53 Bogotá, Colombia;1,01;8849551
555823;7074536017;0013;5303;50;30963228;TATIANA ROMERO SIERRA;Calle 165 # 83-70 Bogotá, Colombia;2,72;2627211
488827;3837537355;0013;3435;50;95540504;TATIANA RUEDA SIERRA;Carrera 64 # 7-27 Bogotá, Colombia;1,03;2316012
491353;7298569823;0013;5691;50;70022363;FERNANDA RUIZ SÁNCHEZ;Carrera 33 # 77-59 Bogotá, Colombia;1,17;2028427
580801;6176401675;0013;5667;50;45561615;FERNANDA SALAZAR SANCHEZ;Calle 16 # 100-12 Bogotá, Colombia;1,20;2888956
487796;8746386534;0013;4374;50;19102455;GARCIA SAMAN SANCHEZ;Carrera 126 # 31-33 Bogotá, Colombia;1,33;8868197
417759;7731651763;0013;5883;50;61026693;ALEJANDRA SANCHEZ SAMAN;Carrera 130 # 41-36 Bogotá, Colombia;1,67;6182898
528932;7321461532;0013;3047;50;35600215;ALEJANDRA SANCHEZ SALAZAR;Carrera 124 # 64-62 Bogotá, Colombia;1,09;5965219
560695;1534539135;0013;5246;50;61921253;ANGÉLICA SÁNCHEZ RUIZ;Calle 101 # 98-17 Bogotá, Colombia;2,23;2700935
578211;9367932664;0013;4973;50;39187132;CAMILA SIERRA RUEDA;Carrera 158 # 25-26 Bogotá, Colombia;2,97;2097620
543873;1915790539;0013;4993;50;38780640;CAMILA SIERRA ROMERO;Carrera 77 # 33-43 Bogotá, Colombia;2,11;1204887
589083;6489218779;0013;2484;50;40132019;JOSÉ SUARIQUE RODRÍGUEZ;Carrera 149 # 38-22 Bogotá, Colombia;1,37;1984461
550621;8639098119;0013;7638;50;96027688;JOSÉ TARQUINO RODRÍGUEZ;Carrera 98 # 73-31 Bogotá, Colombia;1,45;3996470
522507;9253347050;0013;6992;50;53580719;MARGARITA TORRES ROCHA;Calle 110 # 79-39 Bogotá, Colombia;2,11;6131731
548978;8231055297;0013;4156;50;83273028;MARGARITA ULLOA REY;Carrera 16 # 68-26 Bogotá, Colombia;1,18;6015699
591434;9336699639;0013;4435;50;24992487;NATALIA VARGAS REY;Calle 148 # 88-16 Bogotá, Colombia;1,67;8101071
564325;9629022805;0013;1009;50;31025297;DEL VARON REY;Calle 35 # 34-52 Bogotá, Colombia;1,25;9240550
551637;7275930153;0013;1864;50;18045729;FERNANDO VILLA QUESADA;Calle 9 # 56-60 Bogotá, Colombia;1,36;5578261
495914;2911621391;0013;1544;50;14901240;ALEXANDRA ZAMBRANO QUESADA;Carrera 90 # 62-20 Bogotá, Colombia;2,74;2613580
518521;3792817593;0013;1989;50;76750631;NATALIA ZAMBRANO PUERTO;Carrera 161 # 97-56 Bogotá, Colombia;2,28;2896746
492056;4120494535;0013;7293;50;62448780;BUITRAGO ZÚÑIGA POLO;Calle 137 # 94-69 Bogotá, Colombia;1,65;3494996
416908;2936014665;0013;1110;50;19166929;PUENTES ZÚÑIGA PINZON;Calle 165 # 91-11 Bogotá, Colombia;1,44;8740249
433348;8782209836;0013;5875;50;21685514;ANDREA ZAMBRANO PILAR;Carrera 23 # 73-55 Bogotá, Colombia;1,46;3631933
559623;5720093093;0013;1593;50;69228419;MELISSA ZAMBRANO PEREZ;Carrera 98 # 12-58 Bogotá, Colombia;1,34;5468322
