ENTIDAD;OFICINA;PRODUCTO;CONTRATO;Portafolio;OFICINA2;CONTRATO2;SALDO;FEULIQ;T.E.A
0013;1909;50;69421209;P1853;4622;9639536749;340825445;2019/5/8;23
0013;2428;50;53772156;P3559;3334;9677394184;193754326;2018/11/28;23
0013;6712;50;89201860;P2977;3438;9677557720;86536613;2018/8/18;25
0013;4295;50;34769563;P1910;2369;9679286313;119585565;2018/4/30;25
0013;5226;50;45226931;P4525;4456;9640436999;174073741;2018/5/29;25
0013;1077;50;78506013;P5202;4210;9652833331;185457588;2019/10/26;21
0013;3869;50;79465000;P2759;5662;9669277718;107896554;2018/2/25;25
0013;5924;50;81562220;P4603;4441;9630853957;241638504;2018/11/12;22
0013;5610;50;86942024;P1478;5213;9675999498;221364897;2020/1/2;23
0013;4645;50;84021243;P2794;7343;9649043687;129766450;2019/9/20;26
0013;3053;50;59870857;P1614;2849;9631291586;32152071;2019/12/2;26
0013;5129;50;72561793;P5547;6613;9620756483;316029211;2019/8/5;25
0013;7732;50;43123258;P5516;6814;9660474969;276679665;2018/10/20;20
0013;2054;50;71229254;P4640;7200;9659603139;219782160;2020/1/10;22
0013;6525;50;18534678;P2209;2919;9654934439;100322045;2019/6/27;20
0013;2115;50;72005651;P1360;6560;9616570783;314529390;2018/6/17;20
0013;6348;50;12744451;P2867;6727;9691059972;76588964;2020/2/10;27
0013;2002;50;62947081;P1218;2739;9658644072;123762595;2020/2/18;24
0013;2346;50;29674800;P3698;5768;9654469079;68799470;2020/1/17;25
0013;1950;50;47494076;P1542;7150;9698535191;120842498;2018/2/10;21
0013;5124;50;14172093;P4287;5853;9646414356;245560105;2020/2/14;21
0013;3836;50;68115290;P1827;6422;9639139577;84211308;2019/8/11;21
0013;2654;50;67685127;P3892;4489;9687668895;29059121;2018/6/19;22
0013;5853;50;80171677;P2439;4789;9666834197;283572982;2019/2/22;23
0013;7273;50;67420847;P5432;7434;9674458076;286984411;2018/10/19;21
0013;4149;50;44741612;P1286;3031;9667946621;125425551;2019/11/28;21
0013;6015;50;53320201;P3743;4477;9686591299;102043382;2018/1/15;26
0013;2099;50;11998900;P2316;3591;9647464762;346591324;2018/12/12;20
0013;2133;50;47114576;P1598;6836;9651988756;203327557;2020/2/17;23
0013;4112;50;42468044;P3330;3068;9684287661;226360147;2018/4/23;20
0013;5474;50;32772609;P4112;7036;9675905685;147414933;2020/1/5;20
0013;4800;50;21212006;P1938;4934;9650847298;216245408;2020/2/13;27
0013;2733;50;34534026;P2847;6910;9631792330;103432475;2018/12/15;24
0013;7668;50;12929623;P2670;3471;9622945535;259834264;2020/2/21;20
0013;6557;50;42606233;P1135;5751;9616469570;101512470;2019/11/8;22
0013;6882;50;68165587;P1768;6832;9616211979;22843292;2018/3/6;25
0013;4796;50;45477601;P4372;5789;9644499210;311885142;2020/2/8;26
0013;1613;50;88885474;P1431;6365;9664207844;66948723;2019/8/27;20
0013;7670;50;30574547;P4048;3607;9636350636;161472653;2020/2/27;23
0013;6002;50;15697970;P2188;6880;9664719405;136918596;2020/2/15;20
0013;2734;50;24499429;P1807;3180;9660280886;279390275;2018/5/8;27
0013;4549;50;49635109;P1723;2708;9682431830;194645896;2020/1/16;24
0013;7539;50;50125993;P1544;3103;9676966981;141867688;2020/2/6;23
0013;5745;50;90356446;P2312;5743;9645878463;248004437;2019/3/15;26
0013;6801;50;68231875;P4643;3638;9653772198;184903954;2019/6/23;27
0013;2164;50;23190867;P3062;4175;9669760029;284484014;2020/1/13;21
0013;1271;50;95077515;P1323;6462;9693073142;68214825;2020/1/19;27
0013;3398;50;78694779;P2032;3647;9632432835;249749128;2020/1/24;22
0013;2056;50;64232198;P1355;6108;9641350843;180743296;2018/6/12;22
0013;7725;50;13411574;P5432;4773;9692917569;261239743;2018/5/6;22
0013;6453;50;62787570;P5007;4132;9698363799;105244457;2018/1/28;24
0013;7431;50;97895316;P5149;6524;9634773846;279293884;2019/2/19;27
0013;2819;50;55927184;P3409;6664;9671671631;55452028;2019/1/13;23
0013;2362;50;13793148;P2885;3563;9652174404;122810294;2020/2/12;20
0013;1743;50;39373716;P2481;4906;9645750357;55840625;2019/9/2;22
0013;1736;50;13711598;P4778;5267;9665645473;69377473;2018/2/17;23
0013;5874;50;84222605;P5500;4814;9681272573;148470179;2019/12/9;25
0013;1826;50;27679461;P1925;2864;9614394964;293429086;2020/2/4;21
0013;4982;50;67396721;P1499;6618;9665227206;246103168;2019/5/30;21
0013;7277;50;85554078;P5182;5146;9650155124;274100951;2020/1/19;21
0013;5002;50;85971830;P4967;3789;9697231414;20242400;2019/11/17;24
0013;2333;50;55410266;P4110;3201;9612052938;335168270;2020/1/8;21
0013;4971;50;43793568;P4650;4815;9613925783;171748986;2018/8/9;20
0013;4963;50;42931549;P2446;6881;9632613324;141417288;2019/5/28;20
0013;4265;50;87958858;P1715;3865;9660805732;254777510;2020/1/15;27
0013;5725;50;36835993;P2084;5253;9613830738;325567179;2020/1/20;27
0013;6746;50;83595484;P3138;2786;9622178216;107536495;2019/2/29;25
0013;7447;50;58906489;P5103;7190;9682840367;328680767;2020/1/14;26
0013;3191;50;96320489;P2718;4599;9615995352;287466931;2019/6/22;23
0013;5036;50;42864364;P5143;3567;9665294485;40619914;2020/1/11;25
0013;5852;50;45691525;P2133;6330;9679498950;267610634;2019/10/17;22
0013;5709;50;23701468;P5487;5086;9695567794;235052183;2020/1/20;20
0013;3028;50;83338617;P4631;4271;9640069304;284104968;2019/12/12;24
0013;5718;50;16123283;P2103;5039;9697946754;271448411;2018/7/14;21
0013;1387;50;60373619;P1411;5237;9627952591;347696615;2019/11/18;22
0013;6760;50;28410933;P3642;2332;9651840131;199639842;2019/10/2;26
0013;4245;50;31871807;P2439;6337;9650330325;233094552;2020/1/9;20
0013;2147;50;23273945;P1405;5948;9661411845;50654230;2018/2/1;21
0013;2796;50;75549203;P3606;4983;9631526810;220737855;2019/6/1;21
0013;6441;50;48722149;P2196;7014;9699497603;268254774;2019/1/14;22
0013;5346;50;75253860;P5013;6748;9643137320;239665351;2019/10/15;23
0013;6508;50;57268338;P3056;3627;9615819413;268321799;2019/1/3;23
0013;7179;50;92821424;P2721;5050;9656735184;331146276;2019/6/18;22
0013;5861;50;63358842;P2850;5734;9682544979;164459545;2020/2/27;27
0013;3448;50;47999505;P4562;6984;9674393773;127505520;2019/7/14;24
0013;3349;50;40010832;P2768;6140;9641559056;111491032;2020/1/22;26
0013;7587;50;66076144;P5029;5716;9644993642;267195951;2018/10/28;22
0013;2691;50;18632873;P2701;4847;9637499797;73579116;2020/2/18;21
0013;3092;50;15070857;P4897;4673;9660592715;267424252;2020/1/7;20
0013;6122;50;38878895;P1539;4410;9677588325;76715998;2019/1/30;24
0013;4876;50;79019651;P2996;6439;9641134179;21463523;2018/11/19;24
0013;1991;50;18558064;P1995;3986;9612213415;210056744;2019/6/29;27
0013;5238;50;24517633;P3480;3475;9674008841;206620251;2019/1/28;22
0013;5951;50;63525888;P1986;6696;9628203170;290234848;2019/7/9;27
0013;2875;50;21247488;P3826;3206;9662473620;116709028;2018/12/24;24
0013;6256;50;85124937;P1810;7152;9691892654;171240864;2020/2/16;21
0013;5170;50;78245621;P5507;6847;9649948268;254952230;2020/2/17;24
0013;2957;50;47839005;P5166;5695;9646745288;228132379;2020/1/25;25
0013;2915;50;76627420;P5275;2929;9636756511;345452732;2018/3/7;23
0013;2690;50;57666573;P4618;4999;9629988077;331383418;2019/7/12;22
0013;7764;50;56701308;P4317;7051;9644882071;141174143;2018/4/24;22
0013;3011;50;52343440;P4651;4655;9689981578;293764564;2019/2/16;27
0013;1625;50;25462350;P2417;3062;9668497255;288828241;2018/9/17;26
0013;5786;50;55981448;P5376;3918;9645389232;75042060;2018/10/5;26
0013;3450;50;50387627;P1904;6439;9677260001;24976948;2019/9/1;20
0013;6618;50;13971745;P5371;7053;9651501460;100079996;2019/3/11;20
0013;2650;50;77271698;P3317;6685;9643943718;300326391;2020/1/5;20
0013;4040;50;39896395;P1466;5236;9671164486;51652314;2019/5/7;25
0013;3356;50;37209315;P3374;2435;9654255934;221088827;2019/4/20;22
0013;1513;50;35974878;P4590;2408;9642984287;166773090;2020/1/18;22
0013;7334;50;29763572;P3208;4372;9650642144;43449465;2020/2/10;21
0013;5620;50;50811077;P1341;5673;9654740798;153331617;2020/2/1;23
0013;7436;50;46175648;P2315;6627;9640148117;308018530;2018/4/30;25
0013;7727;50;69504281;P3317;5428;9650850625;245164434;2019/1/23;21
0013;1776;50;87523198;P4969;4258;9648041699;282001759;2020/1/3;24
0013;1270;50;80529464;P4356;7034;9684194726;290683377;2020/2/25;21
0013;1984;50;83258819;P1185;7012;9657167640;61939595;2020/1/29;20
0013;4953;50;83662467;P2122;3222;9624801546;182931136;2019/2/29;27
0013;1865;50;47370201;P4693;7115;9662234565;72559173;2018/9/8;23
0013;1581;50;98828931;P5061;2870;9682828892;199589483;2019/3/7;26
0013;3136;50;85444698;P3843;3518;9683777421;211817344;2020/1/27;22
0013;6787;50;17961698;P2730;4662;9631204991;227774333;2019/2/10;24
0013;5206;50;63281302;P5494;4170;9650895539;156411994;2018/6/18;21
0013;6802;50;61251441;P2993;6048;9655989717;344944919;2019/1/17;27
0013;7436;50;78610066;P3127;7389;9633298894;320338222;2019/10/1;21
0013;1614;50;46413585;P2219;6957;9631843684;102810455;2019/6/6;25
0013;7107;50;78715926;P1801;3249;9687922755;46705357;2019/4/16;22
0013;5007;50;94357518;P1223;4752;9627464313;251090884;2020/2/7;21
0013;6737;50;75250029;P3460;6180;9646955860;147020841;2018/12/9;24
0013;6922;50;55864058;P2971;2673;9634697063;31800331;2019/8/18;25
0013;5643;50;74718909;P4689;4045;9671331419;23623163;2019/3/3;25
0013;6963;50;94431545;P4438;5423;9612289090;306100619;2019/3/9;25
0013;3850;50;30335852;P3289;3569;9663682338;102735390;2018/3/26;22
0013;5480;50;64714797;P1606;5262;9693631909;206965438;2018/5/3;20
0013;6837;50;42200100;P3187;5618;9658267382;280926616;2019/12/6;24
0013;5297;50;11941777;P1559;5699;9631348003;267353143;2019/7/24;27
0013;3624;50;31148543;P3437;3900;9652083429;75926238;2018/10/26;26
0013;4736;50;24606196;P3878;7530;9650585745;260478959;2018/1/23;25
0013;1567;50;60350538;P3798;4566;9675565868;335045944;2019/4/25;21
0013;7627;50;30947134;P5337;3988;9680002919;100594623;2018/1/14;20
0013;6031;50;77926862;P1463;7050;9679701304;82382638;2019/11/17;25
0013;7539;50;98803698;P2857;6625;9644824567;224464151;2019/11/5;26
0013;4208;50;17372872;P5549;3719;9653494323;53238087;2019/8/26;25
0013;6985;50;16897949;P3642;3069;9629071716;256754307;2020/1/14;22
0013;3713;50;95640132;P1651;2848;9644573504;98770916;2018/4/16;26
0013;7487;50;62090501;P1734;4149;9657369107;148955274;2018/7/6;23
0013;4990;50;85374852;P2832;3711;9678821968;252981698;2020/1/9;22
0013;6009;50;24912444;P5172;3020;9650772115;253837206;2018/1/25;27
0013;2450;50;89825896;P3183;4831;9669453254;285134618;2019/8/1;24
0013;3003;50;12876783;P1762;5697;9664538999;75930852;2020/1/18;27
0013;1363;50;38735083;P2553;3352;9614849913;227670964;2018/1/19;27
0013;5584;50;99452964;P4669;4236;9615535289;96897082;2020/1/30;23
0013;1547;50;66115965;P3404;6295;9632387015;250288140;2019/3/23;23
0013;4638;50;79403393;P2747;7666;9685975239;111563560;2018/2/6;20
0013;6513;50;51513183;P4140;3413;9650689460;147228877;2019/1/10;24
0013;6546;50;58266528;P1616;7456;9630424407;244873538;2019/1/8;27
0013;4405;50;90524897;P4530;3842;9685445043;101064078;2019/8/26;21
0013;4364;50;54913780;P1458;7052;9687158805;61471777;2020/1/13;25
0013;7773;50;57187367;P3632;5641;9639954557;100414519;2018/8/21;22
0013;1814;50;53300280;P2658;6359;9625348120;199109449;2020/1/26;26
0013;5626;50;88783839;P2399;3730;9611790626;299877548;2020/2/18;22
0013;2184;50;14092968;P5249;5123;9662013064;159599342;2020/1/17;21
0013;2315;50;70233097;P3374;4017;9638399352;124540143;2018/7/4;24
0013;3798;50;12040672;P1799;5171;9690445882;218228940;2018/12/23;21
0013;6059;50;19022225;P4285;4308;9618738955;129047004;2020/1/6;22
0013;6269;50;85340870;P2680;6488;9631461403;164032340;2020/1/4;25
0013;3733;50;54975933;P3955;7699;9655460525;162214552;2020/1/15;23
0013;7058;50;15120519;P5041;2350;9662741153;232169755;2019/4/19;21
0013;5887;50;74872302;P1659;4395;9625152086;145086270;2018/4/14;25
0013;6199;50;45821518;P3920;6186;9677850544;159208092;2019/7/9;22
0013;3877;50;18471079;P2266;5611;9653235770;222497553;2018/1/21;23
0013;3334;50;90339121;P5280;5630;9672734612;323018366;2019/3/2;26
0013;2030;50;38990041;P3325;4031;9644999462;226071412;2018/4/1;26
0013;7231;50;89185273;P3218;5202;9674786506;168715775;2020/2/6;20
0013;7560;50;25904842;P4519;7163;9633949151;265252819;2020/1/28;27
0013;1390;50;11128542;P1432;3354;9632832621;31869257;2020/2/11;22
0013;6076;50;36298115;P1793;6967;9649068958;256011360;2018/8/20;23
0013;1634;50;62581481;P4878;4317;9665662198;34996027;2019/6/16;20
0013;1384;50;33287241;P3001;6425;9688232382;286161558;2018/9/24;21
0013;2250;50;53921652;P4560;7457;9641830722;213405141;2019/2/10;23
0013;6619;50;39366822;P1415;4119;9652764854;258872851;2020/1/13;21
0013;1844;50;98616118;P3794;3015;9638519299;289614567;2019/5/8;25
0013;1021;50;54247833;P2420;3696;9679648088;39991520;2019/3/5;24
0013;6781;50;20431030;P5105;5909;9614813540;63900202;2018/5/7;25
0013;3177;50;40676210;P4473;5956;9641177573;102124666;2019/5/12;23
0013;6901;50;13351683;P2131;5958;9632415182;197276551;2019/12/26;21
0013;2340;50;62787350;P4979;4884;9683315163;148145034;2018/2/21;24
0013;4444;50;27874413;P2033;3081;9628457408;20318579;2018/6/21;26
0013;3018;50;85920265;P4384;3716;9671322842;74383016;2019/7/17;27
0013;6197;50;97933150;P4701;6676;9646769080;131641251;2018/1/12;20
0013;2990;50;81129421;P3577;4292;9636683000;133179560;2020/1/2;27
0013;6706;50;69686009;P4413;7703;9653517230;77489974;2018/5/8;24
0013;6585;50;62956436;P3267;5237;9684971485;218608589;2020/1/27;22
0013;7039;50;94640196;P4056;5822;9636998103;124057948;2018/5/6;20
0013;1809;50;93231156;P4666;3602;9654268535;54214557;2019/5/3;21
0013;7419;50;46413002;P2783;6771;9628988585;322756105;2020/1/17;23
0013;1287;50;35944896;P2247;3882;9699788707;53944116;2018/11/3;21
0013;4359;50;18768572;P1134;5215;9635846480;308407177;2020/2/24;21
0013;4474;50;70263189;P2364;7226;9611483287;86899222;2019/5/29;24
0013;6440;50;24467909;P2178;5451;9686768639;198254811;2020/2/12;20
0013;1689;50;76625742;P5026;4159;9626401702;198609918;2018/5/3;25
0013;3908;50;44282218;P3184;2655;9679479421;260871351;2018/6/23;20
0013;6305;50;24456161;P1459;5816;9676563956;104200204;2020/2/6;23
0013;2353;50;78159501;P5255;2847;9668602928;27369894;2018/2/14;20
0013;1166;50;54257456;P4940;7648;9674682500;69881533;2019/2/30;24
0013;3644;50;82683245;P2719;7291;9672813331;294847864;2018/12/6;27
0013;5304;50;92982317;P5114;5042;9668389147;70923540;2018/5/7;23
0013;3524;50;71743453;P4669;4092;9618855824;334330289;2019/1/23;26
0013;7182;50;33163098;P2497;6251;9645986805;324756349;2018/10/4;27
0013;1467;50;71507209;P2848;6108;9657993062;333385317;2020/1/2;23
0013;7462;50;24651183;P4039;3561;9659994225;235069969;2018/1/13;27
0013;5633;50;84686359;P1984;7425;9640586572;52308558;2020/1/8;20
0013;1451;50;45102869;P5025;4641;9629817965;181518283;2018/8/27;24
0013;4907;50;23890398;P2800;6453;9636107754;318705203;2018/10/5;27
0013;6771;50;16750296;P4024;6773;9683063725;118202673;2020/1/28;24
0013;1689;50;59050556;P1466;4006;9628538654;161893168;2020/1/12;21
0013;1295;50;46761335;P3726;7214;9641423206;318489701;2019/11/30;22
0013;4850;50;81444172;P4534;5692;9660472754;267624548;2019/11/8;27
0013;6574;50;69387255;P4029;5434;9640691028;264328544;2020/2/9;20
0013;6888;50;76309126;P2074;4090;9655191377;330051166;2020/1/2;22
0013;6470;50;80091858;P3031;2311;9692282771;280320099;2019/7/30;21
0013;5868;50;74976596;P2521;6233;9635940855;20189530;2018/3/25;25
0013;2108;50;32842588;P2873;4112;9612046685;164706715;2018/8/17;25
0013;1016;50;84896824;P2561;2680;9675549656;235363922;2019/8/1;26
0013;2689;50;14989543;P2764;6571;9690155797;334680253;2020/1/25;27
0013;5073;50;87233255;P2781;2338;9628499643;152780248;2018/4/29;26
0013;6883;50;54187784;P4096;3072;9673730133;312445095;2018/10/9;25
0013;7106;50;40064267;P3341;3279;9671932575;101801166;2018/9/16;23
0013;3929;50;85432993;P3286;5194;9625334465;165195993;2020/2/13;25
0013;1048;50;26253253;P2412;2504;9671185817;211819129;2018/12/7;25
0013;5638;50;85962115;P2833;3365;9620860598;124472497;2020/2/11;24
0013;2360;50;64329781;P2221;7068;9658750584;132299376;2020/2/29;24
0013;2426;50;54245443;P3488;4754;9667637179;159697240;2018/10/4;24
0013;7450;50;32554887;P2739;3240;9691088739;271039873;2020/2/15;20
0013;5503;50;39480989;P4575;2305;9645166735;321937721;2020/1/3;20
0013;2403;50;34029655;P4673;6500;9668371731;176870766;2020/1/16;26
0013;3220;50;35303294;P5365;5570;9636552735;112274988;2019/11/29;21
0013;1510;50;42895578;P2748;2320;9692487291;317104671;2018/10/27;24
0013;3272;50;93604510;P5243;4122;9641963897;322885431;2019/12/11;22
0013;3871;50;89807138;P2787;4608;9612107237;22043513;2020/2/17;23
0013;4763;50;65445030;P1659;6091;9696656860;105828998;2019/7/14;25
0013;5787;50;69885839;P4271;5815;9646111180;67056764;2018/7/15;21
0013;3266;50;67296396;P1278;7169;9616346733;347919681;2019/3/29;20
0013;2779;50;56671361;P5217;2459;9635911489;159668147;2018/12/3;20
0013;1368;50;44320511;P4697;2486;9668883961;338861589;2020/2/4;21
0013;2612;50;70928468;P1537;3764;9649632874;52743754;2020/2/17;23
0013;7527;50;22620651;P2632;5455;9624727084;197704620;2018/2/22;25
0013;4746;50;67987898;P1601;3699;9667268701;77277046;2019/7/21;24
0013;3768;50;26563535;P4925;4784;9694149301;201504413;2019/1/15;24
0013;5865;50;21549520;P3766;5385;9669259831;194380821;2019/10/22;22
